state,city,year,storeType,price
Sonora,Hermosillo,2014,Big Retail Store,10
Coahuila,Saltillo,2014,Big Retail Store,10.1
Tamaulipas,Reynosa,2014,Big Retail Store,11.23
BajaCalifornia,Mexicali,2014,Big Retail Store,10.8
Chihuahua,Chihuahua,2014,Big Retail Store,11.36
Sonora,San Luis Río Colorado,2014,Big Retail Store,10.3
Tamaulipas,Matamoros,2014,Big Retail Store,9.83
NuevoLeon,ZM Monterrey,2014,Big Retail Store,10
Sonora,Hermosillo,2014,Big Retail Store,10
Coahuila,Saltillo,2014,Big Retail Store,10.13
Tamaulipas,Reynosa,2014,Big Retail Store,11.23
BajaCalifornia,Mexicali,2014,Big Retail Store,10.8
Chihuahua,Chihuahua,2014,Big Retail Store,11.36
Sonora,San Luis Río Colorado,2014,Big Retail Store,10.3
Tamaulipas,Matamoros,2014,Big Retail Store,9.83
NuevoLeon,ZM Monterrey,2014,Big Retail Store,10
Sonora,Hermosillo,2014,Big Retail Store,10
Coahuila,Saltillo,2014,Big Retail Store,10.13
Tamaulipas,Reynosa,2014,Big Retail Store,11.23
BajaCalifornia,Mexicali,2014,Big Retail Store,10.8
Chihuahua,Chihuahua,2014,Big Retail Store,11.36
Sonora,San Luis Río Colorado,2014,Big Retail Store,10.3
Tamaulipas,Matamoros,2014,Big Retail Store,9.83
NuevoLeon,ZM Monterrey,2014,Big Retail Store,10
Sonora,Hermosillo,2014,Big Retail Store,10
Coahuila,Saltillo,2014,Big Retail Store,10.1
Tamaulipas,Reynosa,2014,Big Retail Store,11.23
BajaCalifornia,Mexicali,2014,Big Retail Store,10.67
Chihuahua,Chihuahua,2014,Big Retail Store,11.36
Sonora,San Luis Río Colorado,2014,Big Retail Store,10.3
Tamaulipas,Matamoros,2014,Big Retail Store,9.83
NuevoLeon,ZM Monterrey,2014,Big Retail Store,10
Sonora,Hermosillo,2014,Big Retail Store,10
Coahuila,Saltillo,2014,Big Retail Store,10.13
Tamaulipas,Reynosa,2014,Big Retail Store,11.23
BajaCalifornia,Mexicali,2014,Big Retail Store,10.67
Chihuahua,Chihuahua,2014,Big Retail Store,11.36
Sonora,San Luis Río Colorado,2014,Big Retail Store,10.3
Tamaulipas,Matamoros,2014,Big Retail Store,9.83
NuevoLeon,ZM Monterrey,2014,Big Retail Store,10
Sonora,Hermosillo,2014,Big Retail Store,10
Coahuila,Saltillo,2014,Big Retail Store,10.13
Tamaulipas,Reynosa,2014,Big Retail Store,11.23
BajaCalifornia,Mexicali,2014,Big Retail Store,10.67
Chihuahua,Chihuahua,2014,Big Retail Store,11.36
Sonora,San Luis Río Colorado,2014,Big Retail Store,10.3
Tamaulipas,Matamoros,2014,Big Retail Store,9.83
NuevoLeon,ZM Monterrey,2014,Big Retail Store,10
Sonora,Hermosillo,2014,Big Retail Store,10
Coahuila,Saltillo,2014,Big Retail Store,10.13
Tamaulipas,Reynosa,2014,Big Retail Store,11.23
BajaCalifornia,Mexicali,2014,Big Retail Store,10.67
Chihuahua,Chihuahua,2014,Big Retail Store,11.36
Sonora,San Luis Río Colorado,2014,Big Retail Store,10.3
Tamaulipas,Matamoros,2014,Big Retail Store,9.83
NuevoLeon,ZM Monterrey,2014,Big Retail Store,10
Sonora,Hermosillo,2014,Big Retail Store,10
Coahuila,Saltillo,2014,Big Retail Store,10.13
Tamaulipas,Reynosa,2014,Big Retail Store,11.23
BajaCalifornia,Mexicali,2014,Big Retail Store,10.67
Chihuahua,Chihuahua,2014,Big Retail Store,11.13
Sonora,San Luis Río Colorado,2014,Big Retail Store,10.3
Tamaulipas,Matamoros,2014,Big Retail Store,9.83
NuevoLeon,ZM Monterrey,2014,Big Retail Store,10
Sonora,Hermosillo,2014,Big Retail Store,10
Coahuila,Saltillo,2014,Big Retail Store,10.13
Tamaulipas,Reynosa,2014,Big Retail Store,11.23
BajaCalifornia,Mexicali,2014,Big Retail Store,10.67
Chihuahua,Chihuahua,2014,Big Retail Store,11.36
Sonora,San Luis Río Colorado,2014,Big Retail Store,10.3
Tamaulipas,Matamoros,2014,Big Retail Store,9.83
NuevoLeon,ZM Monterrey,2014,Big Retail Store,10
Sonora,Hermosillo,2014,Big Retail Store,10
Coahuila,Saltillo,2014,Big Retail Store,10.13
Tamaulipas,Reynosa,2014,Big Retail Store,11.23
BajaCalifornia,Mexicali,2014,Big Retail Store,10.67
Chihuahua,Chihuahua,2014,Big Retail Store,11.36
Sonora,San Luis Río Colorado,2014,Big Retail Store,10.3
Tamaulipas,Matamoros,2014,Big Retail Store,9.83
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.33
Coahuila,Saltillo,2015,Mom and Pop Store,12.4
Tamaulipas,Reynosa,2015,Mom and Pop Store,13.75
BajaCalifornia,Mexicali,2015,Mom and Pop Store,16.29
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.33
Coahuila,Saltillo,2015,Mom and Pop Store,12.4
Tamaulipas,Reynosa,2015,Mom and Pop Store,13.75
BajaCalifornia,Mexicali,2015,Mom and Pop Store,16.29
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.33
Coahuila,Saltillo,2015,Mom and Pop Store,12.4
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,16.29
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.33
Coahuila,Saltillo,2015,Mom and Pop Store,12.4
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,16.29
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.5
Coahuila,Saltillo,2015,Mom and Pop Store,12.4
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,16.29
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.5
Coahuila,Saltillo,2015,Mom and Pop Store,12.4
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,16.29
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.5
Coahuila,Saltillo,2015,Mom and Pop Store,12.4
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,16.29
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.5
Coahuila,Saltillo,2015,Mom and Pop Store,12.4
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,16.29
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.5
Coahuila,Saltillo,2015,Mom and Pop Store,12.4
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,16.29
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.5
Coahuila,Saltillo,2015,Mom and Pop Store,12.4
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,16.29
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.5
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,16.29
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.5
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,16.29
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.5
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,16.29
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.5
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.5
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17.14
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.5
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.5
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.5
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.5
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.5
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.5
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.5
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.5
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.8
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.5
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.8
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.5
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.67
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.67
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.67
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,16.86
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.67
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,16.86
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.67
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.67
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.67
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.67
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.67
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.67
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.67
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.67
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,17.67
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,18
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,18
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,18
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,18
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,18
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14.25
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,18
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14.25
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,18
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14.25
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,18
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14.25
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.5
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,18
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14.25
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.53
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,18
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14.25
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
Chihuahua,Chihuahua,2015,Mom and Pop Store,15
Sonora,San Luis Río Colorado,2015,Mom and Pop Store,15
Tamaulipas,Matamoros,2015,Mom and Pop Store,15.53
NuevoLeon,ZM Monterrey,2015,Mom and Pop Store,14
Sonora,Hermosillo,2015,Mom and Pop Store,18
Coahuila,Saltillo,2015,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2015,Mom and Pop Store,14.25
BajaCalifornia,Mexicali,2015,Mom and Pop Store,17
